,Date,Q1_TS,Q2_TS,Q3_TS
0,2016-12-22,0.29459459623501855,0.1323319025218533,0.12012898647898604
1,2017-01-01,0.464730809317119,0.3295716952865723,0.32065956061837364
2,2017-01-11,0.48877426407808494,0.34506162919579314,0.3579818400496993
3,2017-02-10,0.5280229221699959,0.4088515374530965,0.4450934488344746
4,2017-02-20,0.46091425536520625,0.2873022486810175,0.3841248023834465
5,2017-03-02,0.5181989181724777,0.35382063395286745,0.3721356240139074
6,2017-03-12,0.549866746896946,0.39803086528457476,0.3869477112883168
7,2017-04-01,0.5286939154057565,0.34962131817454917,0.300931739660953
8,2017-04-11,0.36801739206709666,0.16013411044460835,0.22977863365890272
9,2017-05-01,0.3475728595505159,0.10898477870588903,0.21480401294579657
10,2017-05-11,0.32859728221485657,0.09303341665202197,0.21977995870453995
11,2017-05-21,0.35782186487479833,0.14502104196955642,0.25182052917982944
12,2017-05-31,0.3738606245030017,0.17668560936514352,0.2565985988152926
13,2017-06-20,0.22129607249117814,0.17349849335434703,0.23798747131572626
14,2017-07-10,0.1120824676471848,0.0811708840269289,0.10777039342502659
15,2017-07-20,0.2966793668519329,0.19576324220192534,0.22114560368678213
16,2017-07-30,0.3077074447885527,0.22307156670856212,0.24260287439722786
17,2017-08-09,0.34813729827663603,0.24058124266852468,0.18623042124086953
18,2017-08-19,0.3695787307957315,0.18716604388021346,0.06542347231077801
19,2017-09-08,0.2970290400209748,0.21473051535195992,0.15269873718009774
20,2017-09-18,0.24492370197633573,0.18293590310338007,0.17163427054465497
21,2017-09-28,0.2615340393476697,0.19388286728450155,0.13309121839031443
22,2017-10-08,0.2167046850778001,0.143136864026186,0.039712236204851495
23,2017-10-28,0.34364776955775383,0.226357439685033,0.16422291365895383
24,2017-11-07,0.4177529084887153,0.2722640684969869,0.2717916288485638
25,2017-11-17,0.19742867964993216,0.16073402967052708,0.1642667832378389
26,2017-11-27,0.2243412974245286,0.22530964939138862,0.22227276432483556
27,2017-12-07,0.42511275068429,0.2916129053707146,0.3092178337496631
28,2017-12-17,0.4433297438116191,0.22623463895998677,0.24134364648951534
29,2017-12-27,0.4283304008881441,0.3453049602201731,0.34027022475136276
30,2018-01-06,0.35238047105738307,0.3310677826168233,0.34176655742086737
31,2018-01-26,0.4223769840426575,0.35988033508406786,0.33832282183792356
32,2018-02-15,0.50406405190242,0.3792224776068453,0.2771936904688163
33,2018-03-17,0.5402242283061542,0.4165066113594244,0.42483309260173396
34,2018-04-16,0.516740168645252,0.439893618696867,0.45817252175874157
35,2018-04-26,0.5674602125415988,0.43990305682743397,0.4361691023163676
36,2018-05-06,0.3821214031361376,0.2999560790898578,0.3545847029128164
37,2018-05-26,0.3243122344270466,0.22259942687116013,0.2433885285196276
38,2018-06-05,0.4072221685758037,0.25945984823637164,0.21369318796469866
39,2018-06-15,0.3754950895201506,0.19287582002837692,0.0394422114624705
40,2018-06-25,0.3386086435298719,0.29460074023826677,0.11339760421799859
41,2018-07-05,0.3885296798806846,0.3339835282650816,0.11248007264008894
42,2018-07-15,0.3874865736877755,0.3346842584424352,0.11267486523721598
43,2018-07-25,0.2629079059511878,0.1621617691418467,0.013356549486840312
44,2018-08-04,0.21531451092871873,0.15070905469784016,0.02889339737475605
45,2018-08-14,0.19361816578346785,0.17485526489899472,0.05792775351605318
46,2018-08-24,0.20245823528590629,0.20885004903636306,0.045631529696752215
47,2018-09-03,0.1840284681609823,0.24180357951363277,0.11473368152021149
48,2018-09-13,0.1660410946815751,0.16976796917714007,0.11838153633841661
49,2018-10-03,0.23993295755215963,0.20032122503815394,0.14013401646948412
50,2018-10-23,0.26426049055146505,0.22411381819667409,0.15172526861061642
51,2018-11-02,0.22714823546864427,0.18728843106373932,0.11956677696281984
52,2018-11-12,0.2790736536571106,0.24293237454064678,0.14744437156864426
53,2018-11-22,0.23678392781507476,0.2299299650898449,0.12198326805491615
54,2018-12-02,0.2600009294144845,0.24329594132746474,0.1442929923354648
55,2019-01-01,0.2887907960893767,0.2673778876797964,0.254249146935433
56,2019-01-21,0.35789886707616864,0.2872338991970412,0.26657274557382077
57,2019-02-20,0.41205445791350964,0.22808427234632297,0.18844472042634092
58,2019-03-02,0.3630185285607734,0.1534262345573355,0.14189745428683498
59,2019-03-12,0.43671097992324887,0.27518504962984763,0.29801703222554027
60,2019-04-11,0.3612919048758779,0.238005748335064,0.24151087973309054
61,2019-04-21,0.33303471092526127,0.2040513111100101,0.22544074093158153
62,2019-05-01,0.4201440553255559,0.3897032225020096,0.3968765123718855
63,2019-05-11,0.4118589890366673,0.29327573584029637,0.2897327755875307
64,2019-05-21,0.2741190435290199,0.20208471011250886,0.1957180066133534
65,2019-06-10,0.21767281576849667,0.20815696559345437,0.21177464681917965
66,2019-06-20,0.38285610413401117,0.20018962669204537,0.1287485223813559
67,2019-06-30,0.3707956685060143,0.15654245009823733,0.0611458843572519
68,2019-07-20,0.27530484028960406,0.1448501555162822,0.031016856425018887
69,2019-07-30,0.273891934738699,0.15230479230746474,0.04800344577925832
70,2019-08-09,0.28830808616358616,0.15919482069817995,0.06376412773807662
